Generacja,Bot_ID,Punkty,town_size,feudal_wood_percent,feudal_gold_percent,feudal_stone_percent,feudal_food_percent,castle_wood_percent,castle_gold_percent,castle_stone_percent,castle_food_percent,feudal_vills,castle_vills,boar_hunting,boar_hunters,build_market,build_blacksmith,build_archery,build_stable,build_tower,build_palisade,build_castle,build_siege,militia_count,archer_count,skirm_count,scout_count,spearman_count,knight_count,ram_count,attack_group_size,target_eco,attack_percent,min_attack_group,army_size_with_siege,army_size_no_siege,retreat_threshold,attack_groups,feudal_aggression,tech_loom,tech_wheelbarrow,tech_double_axe,tech_horse_collar,tech_gold_mining,tech_fletching,tech_padded_archer,tech_forging,tech_scale_mail,tech_bloodlines
222,15,2458,37,57,4,0,51,41,10,1,41,15,57,1,7,1,0,0,1,0,0,1,1,60,13,8,10,25,21,9,0,0,73,45,13,47,7,0,1,1,1,0,1,0,1,0,0,1,1
222,37,2409,22,75,2,0,47,48,12,1,55,14,61,1,7,1,1,0,1,0,1,0,0,51,19,1,16,25,22,9,1,0,80,46,13,43,7,0,0,1,0,0,0,1,0,1,0,0,0
222,89,2390,15,30,8,0,62,34,23,8,35,19,32,1,4,1,1,0,0,0,1,1,1,0,37,9,6,0,20,3,22,1,85,6,25,37,2,3,0,0,0,0,1,1,1,0,0,0,1
222,4,2372,41,71,2,1,50,41,21,0,59,19,59,0,7,0,1,1,1,0,1,1,1,51,28,4,14,0,17,9,0,0,73,28,17,43,7,2,0,0,0,0,1,0,1,1,1,0,1
222,63,2339,37,67,3,0,53,37,23,26,42,14,59,0,7,1,1,0,1,0,1,1,0,14,13,8,10,5,23,0,0,0,78,47,7,45,7,0,1,1,0,1,0,0,1,0,1,1,0
222,50,2334,44,68,5,1,50,26,21,0,59,19,60,1,7,0,1,1,0,1,0,0,1,18,20,3,18,0,9,7,0,1,73,32,15,40,4,2,0,0,0,0,1,0,0,1,1,1,0
222,47,2312,37,56,11,1,49,43,23,36,42,19,57,0,7,1,1,1,0,0,0,0,0,18,25,14,10,5,25,0,0,1,78,47,32,45,7,0,1,1,1,1,0,1,0,0,1,1,0
222,66,2304,21,60,2,0,41,45,11,1,42,29,57,1,7,1,1,1,0,0,1,0,0,51,13,8,12,29,17,0,0,0,71,46,17,41,7,2,1,0,0,0,0,0,0,0,0,0,1
222,94,2301,25,47,11,1,41,25,18,12,45,22,34,1,7,1,1,1,0,0,1,1,1,4,32,0,4,8,16,4,10,0,70,18,19,49,15,1,0,0,1,1,1,0,1,0,1,1,0
222,92,2299,28,45,9,1,45,20,10,10,60,19,35,0,7,1,0,0,0,0,1,1,1,5,10,13,4,10,22,2,17,1,87,15,20,41,0,3,1,1,0,0,0,1,1,1,0,0,0
222,54,2239,32,62,7,0,50,41,20,0,37,21,59,1,7,0,1,1,1,0,0,0,1,50,18,4,11,22,25,12,9,0,76,45,15,37,7,1,1,1,0,0,0,0,0,0,1,0,1
222,2,2227,22,60,6,0,51,45,12,1,55,19,57,1,7,1,0,1,1,1,0,0,0,54,13,8,12,25,22,1,0,0,71,46,13,43,7,2,0,1,1,1,1,1,0,1,0,1,1
222,27,2222,42,62,3,0,50,27,18,1,37,14,59,1,7,1,0,1,1,0,1,0,0,16,16,4,6,25,21,1,0,0,52,46,14,45,4,0,0,1,0,0,0,0,1,0,1,0,1
222,18,2217,37,71,7,1,55,41,23,1,59,19,59,1,7,0,0,1,1,0,1,1,1,51,28,3,10,0,17,9,0,1,73,39,17,43,7,0,0,0,0,0,1,1,1,1,1,1,1
222,74,2187,42,62,3,0,49,45,7,1,42,21,66,1,7,0,0,1,0,0,1,1,0,16,16,4,6,21,26,0,1,1,52,44,15,45,7,0,0,0,0,0,0,0,0,0,1,1,1
222,61,2182,22,44,16,2,38,35,17,10,42,18,62,0,6,0,1,1,0,0,1,0,0,59,13,14,13,25,25,8,15,0,47,35,25,45,7,2,0,1,1,1,0,0,1,0,0,0,0
222,19,2175,37,67,7,0,41,46,23,1,42,19,60,0,7,1,0,0,1,0,0,0,1,18,19,8,10,25,21,1,1,0,69,43,13,47,2,1,1,0,0,1,0,0,1,1,0,1,0
222,91,2175,28,47,2,1,50,21,20,15,44,19,30,0,5,0,0,0,0,0,1,0,0,3,28,12,5,13,12,4,14,1,69,19,17,45,13,3,1,0,0,1,1,1,0,1,0,0,0
222,55,2152,34,56,12,0,38,45,14,1,44,20,64,1,8,1,1,0,1,1,0,0,0,55,21,4,2,11,19,4,0,1,81,35,13,46,7,0,0,0,0,0,1,0,1,1,0,1,0
222,11,2144,23,65,0,1,50,45,13,26,42,21,57,1,7,1,1,0,1,1,0,0,0,49,14,8,20,20,30,0,1,1,71,37,27,46,7,1,1,0,0,1,1,1,1,1,0,0,1
222,69,2143,22,67,3,4,48,51,11,12,42,16,40,1,7,0,0,1,1,0,0,0,1,14,40,14,5,8,24,0,29,0,79,6,7,50,7,1,0,0,1,1,1,0,0,0,1,1,1
222,52,2133,35,63,3,1,51,37,12,22,42,14,67,1,7,0,1,1,0,0,0,1,0,18,18,8,14,22,21,1,0,1,69,46,32,35,7,0,0,0,1,0,1,0,0,0,1,1,0
222,75,2123,22,56,12,1,50,43,15,0,42,18,59,0,7,1,0,1,1,0,1,1,0,9,13,7,11,0,25,0,12,0,78,46,33,51,4,0,1,0,0,1,0,1,1,0,1,1,1
222,28,2114,45,71,2,1,47,27,20,1,37,19,59,0,7,0,1,1,1,1,1,1,1,9,16,8,11,5,21,1,1,0,78,46,10,40,7,0,0,1,1,0,1,0,1,0,0,0,1
222,93,2102,21,38,1,0,61,28,20,7,45,25,28,0,8,0,0,1,0,1,0,0,0,6,18,13,9,23,24,2,35,0,79,9,17,37,8,2,0,0,0,0,0,0,0,1,0,1,0
222,59,2083,39,48,12,1,42,47,15,1,44,25,30,1,7,1,1,1,0,0,1,1,1,9,14,4,6,21,15,5,28,0,74,17,23,41,2,4,0,1,1,1,0,1,0,0,1,1,0
222,95,2083,19,46,6,2,46,36,22,8,34,22,35,0,5,1,0,0,1,0,0,1,1,9,31,0,9,16,28,1,10,0,58,7,25,50,11,3,1,0,1,0,1,0,1,1,0,1,0
222,56,2067,39,67,12,1,50,51,12,12,46,14,58,0,7,0,0,1,1,0,0,0,0,46,18,4,6,15,17,0,1,0,46,50,10,44,8,0,0,0,0,1,0,1,1,0,0,0,0
222,45,2047,20,57,7,0,50,27,17,1,46,14,57,1,7,1,1,0,0,1,0,1,1,9,20,4,11,22,21,0,12,0,78,45,10,46,7,1,1,1,1,0,0,0,1,0,0,0,1
222,85,2004,15,35,0,3,62,30,17,10,43,24,39,1,8,1,0,1,0,1,0,0,1,10,32,5,1,12,21,5,18,1,83,6,21,47,10,3,0,0,1,1,0,1,1,1,0,1,0
222,1,1998,37,64,7,0,55,37,23,1,42,15,57,1,7,1,0,0,1,0,0,0,1,60,13,8,10,25,21,0,0,0,70,43,13,47,7,1,1,0,1,0,1,1,1,0,1,1,1
222,62,1990,39,64,4,0,37,35,23,1,38,19,57,1,7,0,0,0,0,1,0,1,1,46,27,8,6,25,21,0,1,0,70,43,13,47,7,0,0,1,1,0,0,1,1,0,1,1,0
222,22,1978,37,64,7,0,42,37,23,14,42,14,60,1,7,1,1,0,1,1,0,0,0,51,13,8,10,25,21,1,1,0,70,38,10,54,7,0,0,0,0,0,1,1,1,0,1,1,1
222,86,1972,21,45,3,1,51,33,10,14,43,28,29,1,7,0,0,0,0,0,0,0,1,8,22,14,1,22,12,4,14,1,89,6,23,37,9,4,0,0,1,0,1,1,1,0,1,1,1
222,14,1970,37,56,11,1,50,43,15,36,42,19,60,0,6,1,0,0,0,0,0,0,0,18,25,11,10,6,30,1,0,1,82,48,32,40,2,1,0,1,0,0,0,0,0,0,1,0,0
222,33,1963,22,70,2,1,47,51,7,26,51,14,60,0,7,0,0,0,0,0,0,0,0,50,16,0,14,6,20,9,1,0,77,43,10,38,7,0,0,0,0,0,0,0,0,1,0,0,0
222,43,1961,18,68,7,1,50,27,20,1,39,14,57,0,7,1,1,0,0,1,0,1,0,9,22,8,14,5,21,9,0,0,80,45,30,46,4,0,0,1,0,0,0,0,1,0,1,0,1
222,38,1960,37,64,5,0,55,51,23,1,42,15,57,1,7,0,1,1,0,0,0,0,1,60,13,8,2,8,21,7,1,0,70,43,13,48,7,2,0,1,1,0,0,1,0,0,1,1,1
222,71,1950,39,57,3,1,46,41,14,1,59,25,62,1,7,1,0,0,1,1,0,0,0,16,26,6,9,11,21,9,1,1,76,35,34,48,7,0,1,0,0,0,1,0,1,1,1,0,1
222,31,1947,39,53,12,0,40,41,10,26,44,14,62,0,7,0,0,0,1,1,0,0,1,51,16,4,6,25,22,11,24,0,44,50,30,44,8,0,1,1,1,0,1,1,0,0,1,0,1
222,83,1936,18,68,5,1,41,26,23,9,59,19,55,1,7,0,1,1,1,0,0,1,1,18,20,6,16,2,9,7,0,0,73,48,18,40,4,1,0,0,1,1,0,0,0,0,1,0,0
222,77,1927,37,65,4,0,53,51,14,26,42,14,57,1,7,0,1,0,1,1,0,1,0,51,14,3,12,6,21,1,1,0,72,33,43,54,7,1,0,1,0,0,0,1,0,0,0,1,1
222,16,1923,39,62,6,0,41,33,16,36,37,18,64,1,7,0,0,1,1,0,0,0,0,46,28,4,13,26,24,0,0,1,52,29,10,41,7,2,1,0,1,1,1,1,1,1,0,0,0
222,35,1862,37,67,6,1,46,33,12,40,54,19,57,0,6,0,0,1,0,0,0,0,0,44,25,8,17,0,5,1,0,1,70,46,15,32,4,0,0,1,0,1,0,1,1,1,1,0,1
222,30,1803,37,64,3,0,42,37,12,1,49,19,57,1,7,1,1,0,1,0,1,0,1,11,15,8,8,25,25,1,0,0,73,43,29,44,7,0,1,0,0,1,1,1,1,1,1,1,1
222,72,1764,15,49,11,0,40,50,15,16,49,13,62,0,7,1,0,1,1,0,0,0,1,23,11,2,10,3,17,4,12,0,74,43,19,39,7,3,1,1,1,0,1,1,1,0,0,1,1
222,17,1763,39,68,9,1,50,27,17,0,42,18,57,0,7,0,1,0,1,1,0,1,0,46,16,8,14,26,21,1,0,0,78,46,10,41,4,0,0,0,0,1,0,1,1,0,1,0,0
222,90,1624,24,31,0,4,65,36,16,6,42,25,30,1,7,1,0,1,1,0,0,1,0,6,25,8,3,6,28,3,19,0,84,20,22,48,12,4,1,1,1,1,0,0,0,0,1,1,1
222,87,1282,30,50,7,2,41,26,30,9,35,24,28,0,6,1,1,1,0,0,1,1,1,2,25,1,2,12,23,3,11,0,57,8,24,40,13,3,1,1,0,0,0,0,0,0,0,1,0
222,96,1257,26,34,5,2,59,21,26,12,41,22,38,1,8,1,1,1,0,1,0,1,1,7,15,12,5,23,11,1,11,0,53,19,20,48,15,2,1,1,0,0,0,1,1,1,1,1,0
223,21,3522,33,62,11,1,50,51,12,1,61,25,59,1,8,0,0,0,1,1,1,0,0,54,16,4,13,11,25,1,1,0,76,35,29,48,2,0,0,1,1,0,0,0,0,0,1,1,0
223,48,3384,41,68,7,0,43,35,18,1,42,19,62,0,7,0,0,0,1,1,1,1,1,51,18,4,13,2,25,9,0,1,78,28,7,40,7,1,1,1,1,0,1,0,0,0,1,1,1
223,15,3288,47,70,9,0,50,26,12,0,62,19,60,0,7,1,0,1,0,1,1,1,0,18,20,7,14,7,17,10,0,0,68,28,17,43,7,1,1,0,0,0,0,1,1,0,1,1,1
223,28,3273,34,58,9,0,46,25,20,22,52,19,57,0,7,1,1,1,1,1,0,1,1,51,13,14,6,7,14,4,1,1,71,46,13,40,7,4,1,1,1,1,1,1,1,1,1,1,1
223,5,3245,42,58,3,1,47,41,20,22,34,19,59,0,7,1,1,1,1,0,0,1,1,16,24,14,6,25,23,0,1,0,68,44,15,45,7,0,0,1,0,0,0,1,1,0,1,1,0
223,45,3239,22,66,3,0,50,37,12,1,55,19,57,0,7,0,0,1,1,1,1,1,1,44,13,8,10,25,9,1,0,0,70,48,20,32,4,1,1,1,1,1,0,0,1,1,0,1,0
223,10,3164,34,63,7,1,55,25,12,19,61,19,57,1,8,1,1,1,1,0,1,1,1,54,16,4,13,7,25,0,1,1,76,46,29,40,7,0,1,1,0,1,0,0,0,1,1,1,1
223,16,3152,25,63,0,0,51,45,12,0,55,19,53,0,8,0,1,0,1,1,1,0,0,50,13,4,18,20,22,0,0,0,52,40,10,43,7,1,1,1,1,1,1,0,0,0,0,1,0
223,29,3148,34,58,3,1,42,41,18,22,52,19,59,0,7,1,0,1,0,0,1,1,0,49,24,14,6,25,16,0,0,0,70,44,15,50,7,0,1,1,0,1,1,0,0,1,0,1,1
223,43,2985,34,58,7,0,41,27,20,22,52,18,59,0,7,1,0,1,1,0,0,1,0,9,28,14,16,7,14,1,12,0,71,46,8,46,7,0,0,1,0,1,0,1,1,1,0,1,1
223,17,2946,17,70,0,0,55,25,20,20,52,19,57,1,7,1,1,1,1,0,1,0,0,48,13,14,14,25,16,0,0,1,70,46,15,38,7,4,1,0,0,0,1,1,0,1,0,0,1
223,30,2903,42,58,3,1,47,41,20,4,34,19,59,0,7,1,1,0,1,0,1,1,1,46,13,7,6,25,9,0,1,0,68,46,15,45,7,0,0,1,0,1,1,1,1,1,1,1,0
223,11,2877,39,70,7,0,50,51,12,1,61,16,59,0,7,0,1,0,1,0,0,1,0,54,16,8,13,11,25,1,1,0,76,35,29,46,2,0,0,1,0,0,1,0,0,0,1,0,1
223,8,2846,34,58,6,0,46,54,17,0,52,24,57,0,7,1,0,1,1,0,1,1,0,52,13,4,6,6,17,1,1,0,52,46,16,42,7,4,0,1,0,1,1,0,1,0,1,1,1
223,80,2803,37,68,0,0,47,26,12,0,51,24,57,0,7,0,0,1,0,0,0,1,0,18,25,3,18,0,9,7,1,0,85,32,13,40,4,1,1,0,1,1,1,0,0,1,0,0,1
223,49,2802,34,62,9,1,42,51,12,24,42,25,59,1,8,0,1,0,1,1,1,1,0,54,18,10,6,7,25,8,1,0,81,44,29,48,2,1,0,1,1,1,0,0,0,1,1,1,1
223,55,2794,34,71,5,1,47,25,21,22,52,24,60,0,7,1,1,1,0,0,1,0,0,46,27,15,20,10,9,0,1,1,71,45,15,40,7,1,1,0,0,0,1,0,1,1,1,1,0
223,60,2794,27,70,4,0,55,26,17,1,66,19,57,1,7,0,0,1,0,0,1,0,1,49,13,3,7,7,17,1,1,0,75,46,10,40,7,1,0,1,1,1,0,0,0,0,1,1,1
223,18,2765,39,58,5,0,54,26,23,24,59,24,57,0,7,1,1,0,1,1,1,1,0,46,18,10,7,7,16,7,0,0,71,44,10,47,7,0,0,0,0,1,1,0,0,1,0,0,1
223,20,2734,34,63,4,0,64,45,22,0,44,19,60,1,7,1,1,1,1,0,0,1,1,46,16,8,10,20,20,1,0,1,80,40,10,47,7,4,1,1,0,0,0,0,0,1,1,0,1
223,37,2734,42,58,3,1,47,51,20,0,42,19,59,0,7,1,1,1,1,0,1,0,1,16,26,14,6,25,23,0,0,0,81,40,5,47,7,1,1,1,1,0,0,0,0,1,0,1,0
223,40,2727,34,58,2,1,46,37,23,0,42,16,57,1,7,1,1,1,1,1,0,0,0,51,18,15,9,7,24,0,0,1,91,46,7,47,7,0,0,0,1,0,0,1,0,1,0,1,1
223,2,2718,22,66,2,0,51,33,12,4,55,19,57,1,7,0,0,1,1,1,1,0,0,44,13,8,21,25,9,1,0,0,70,46,15,32,4,1,1,1,1,1,1,1,1,1,1,1,0
223,71,2701,39,58,5,0,47,26,24,24,53,14,60,1,7,1,1,1,1,0,0,0,1,51,18,10,2,7,16,8,1,1,72,45,14,40,4,0,0,1,0,0,1,0,1,1,0,0,1
223,38,2671,34,62,0,0,51,45,12,11,59,17,60,1,8,0,0,0,1,1,1,0,0,22,17,0,14,13,22,1,0,1,70,35,15,43,7,0,0,1,0,1,0,0,0,0,0,1,1
223,72,2666,37,56,7,1,42,54,15,1,49,13,65,1,7,1,1,0,1,0,0,1,0,16,26,13,14,8,15,1,0,1,73,37,29,43,7,1,1,1,1,1,1,0,1,0,0,0,0
223,51,2635,39,70,9,0,55,26,12,27,42,16,52,0,7,0,1,1,0,1,0,0,0,18,20,10,6,2,16,8,0,0,71,48,12,44,7,0,0,1,0,1,0,1,0,1,1,1,1
223,84,2601,41,65,7,0,50,49,16,0,37,13,65,0,7,1,1,0,0,0,0,0,1,50,16,4,14,26,30,4,0,1,76,49,35,47,7,1,0,0,1,1,0,0,1,0,1,0,0
223,78,2589,32,64,2,0,42,44,21,0,41,19,53,1,7,0,0,0,1,0,0,0,0,54,14,3,10,5,18,1,0,1,81,36,17,47,7,1,1,1,0,1,0,0,0,0,1,0,0
223,61,2583,23,71,11,0,38,36,23,6,62,22,34,0,7,1,0,0,0,0,1,1,0,21,34,4,20,8,17,4,10,0,70,18,19,40,15,0,1,0,0,1,0,1,0,1,1,0,0
223,39,2577,34,58,7,0,42,25,22,22,44,19,60,0,7,1,0,1,1,0,0,0,1,51,13,8,8,7,16,4,1,0,80,39,15,40,7,4,1,0,0,1,0,0,1,0,1,0,0
223,32,2576,37,60,3,1,50,54,17,0,55,12,55,0,7,1,0,1,0,1,0,0,1,49,20,8,10,33,17,1,1,1,52,52,10,50,7,1,1,1,1,1,1,0,0,1,1,1,1
223,75,2557,34,58,6,0,46,25,20,22,42,22,62,1,7,0,0,0,0,0,1,0,0,51,13,16,10,7,21,1,1,1,73,48,15,37,7,5,0,1,0,0,0,1,1,1,1,0,0
223,50,2541,22,66,0,0,51,25,12,23,55,19,57,0,7,0,1,1,1,1,1,0,0,44,13,8,6,25,9,1,0,0,75,44,14,32,4,1,1,1,1,0,1,1,0,1,1,0,1
223,4,2540,34,63,9,1,55,25,20,22,42,19,57,0,7,0,1,1,1,0,1,1,0,51,16,6,10,7,21,0,1,1,76,46,15,40,7,1,0,1,0,1,1,0,1,1,1,0,1
223,53,2536,39,67,2,0,41,37,23,26,44,17,57,1,7,0,1,1,1,0,1,1,1,52,13,15,10,7,14,6,1,0,80,43,7,47,7,4,0,0,0,0,0,1,0,0,1,1,0
223,59,2528,39,73,1,0,51,26,22,27,47,15,57,0,7,0,1,1,1,0,0,1,0,60,16,12,7,9,16,7,0,1,71,44,14,46,2,0,0,1,0,1,0,1,1,1,1,0,0
223,91,2516,21,30,9,0,61,21,27,7,45,25,31,0,5,1,1,1,1,1,0,1,1,4,20,15,2,14,26,5,35,1,93,16,22,35,10,1,0,1,1,1,1,0,1,1,1,1,0
223,64,2507,39,56,5,1,46,43,8,24,38,16,57,0,7,1,0,0,0,0,0,1,0,51,27,14,8,7,20,12,0,1,82,36,14,47,7,1,0,1,0,1,1,0,1,0,1,0,0
223,88,2506,21,34,3,2,61,23,18,13,46,24,39,0,7,1,1,1,1,0,1,0,0,10,40,14,5,1,18,5,17,1,88,9,21,45,14,4,1,0,1,1,1,0,1,1,0,1,1
223,22,2491,34,73,7,1,42,35,20,22,52,16,57,0,7,1,0,0,1,1,1,1,0,9,13,11,13,7,25,3,0,0,78,46,7,34,7,0,1,0,0,0,1,0,0,0,0,0,1
223,67,2483,28,70,2,0,42,45,23,0,55,13,59,0,7,0,0,0,1,1,0,0,0,42,13,4,13,21,24,1,1,1,54,43,7,40,7,0,0,1,1,1,0,0,0,0,1,1,1
223,81,2482,24,71,9,2,47,46,33,10,37,21,55,0,6,0,0,0,0,1,0,0,1,59,28,9,14,1,25,4,1,0,91,37,20,47,7,1,0,0,0,0,0,0,1,1,1,1,1
223,6,2480,37,63,4,1,60,46,12,0,42,19,53,1,7,0,1,1,1,0,1,0,1,50,16,6,10,20,18,1,0,1,81,40,10,47,7,1,1,1,0,0,0,1,0,1,0,0,0
223,19,2478,20,71,4,0,50,51,21,18,59,19,62,0,7,0,0,0,0,1,1,0,1,21,17,4,20,0,9,7,0,0,71,48,15,40,7,0,0,1,0,1,0,0,0,0,1,0,1
223,26,2475,43,56,9,1,55,25,19,21,42,19,57,0,7,0,1,1,1,1,0,0,0,51,12,8,10,7,17,9,0,1,73,46,15,40,7,1,1,1,0,1,1,1,0,1,1,0,1
223,56,2474,45,67,5,0,50,27,7,0,59,23,60,1,7,0,1,0,0,0,0,1,1,50,20,3,18,5,9,9,0,1,73,46,5,40,4,0,0,0,1,1,0,0,0,0,1,1,0
223,68,2429,17,73,5,0,47,30,12,1,49,25,59,0,7,0,1,0,1,0,1,0,1,50,16,0,14,10,25,1,9,1,76,35,10,34,2,0,0,1,1,0,0,1,0,0,1,1,1
223,25,2418,42,58,3,1,47,41,20,22,34,18,59,0,7,0,1,1,1,1,0,1,0,54,16,14,6,11,25,0,1,0,68,44,29,45,2,0,0,1,0,0,1,1,1,0,1,1,1
223,9,2410,37,61,3,0,54,25,23,1,59,12,62,0,7,1,1,1,1,0,0,1,1,51,20,4,11,7,21,0,0,1,70,48,15,40,7,1,1,0,1,0,1,1,1,0,0,1,0
223,89,2391,27,43,6,5,46,35,13,14,38,18,39,0,7,1,1,1,0,0,0,0,1,0,16,15,9,3,22,1,15,1,83,5,16,41,9,4,1,0,1,1,0,1,0,0,0,1,0
223,63,2366,39,61,11,1,46,25,12,22,42,17,64,0,8,0,0,0,1,1,1,0,0,51,16,8,14,7,18,0,1,1,77,48,15,39,7,1,1,0,0,0,1,0,0,0,0,0,0
223,44,2365,34,63,2,1,55,33,18,22,55,19,57,1,7,0,1,1,0,1,0,1,0,51,16,8,21,7,21,1,1,1,70,46,15,32,4,1,1,1,0,1,1,1,1,1,1,0,0
223,82,2352,36,68,0,0,51,49,23,1,32,17,57,1,7,1,1,1,1,1,1,0,0,55,13,8,5,12,35,7,0,1,78,43,13,40,2,0,0,1,0,1,1,0,0,1,0,1,1
223,93,2331,25,31,1,4,64,23,12,13,52,19,37,0,5,1,1,1,0,0,1,1,1,2,40,11,7,14,15,4,32,1,75,6,20,47,3,3,0,1,0,0,1,1,0,1,1,1,1
223,31,2329,34,70,2,1,55,25,20,6,55,23,57,1,7,0,1,1,0,1,1,1,0,51,14,6,21,7,9,0,1,1,76,45,15,40,7,1,0,1,0,1,1,1,1,1,1,0,1
223,33,2324,20,62,0,0,52,41,30,0,37,21,54,1,6,0,0,0,0,0,0,1,1,16,18,14,10,17,23,1,1,0,52,42,20,50,7,4,0,1,1,1,0,0,1,1,1,1,0
223,62,2322,34,63,11,1,46,25,18,0,47,19,63,0,7,1,1,0,0,0,0,0,1,46,13,8,7,6,20,4,0,1,75,46,10,38,7,0,0,0,0,1,0,0,0,1,0,1,1
223,42,2287,24,71,0,1,50,35,21,9,37,20,55,0,6,1,0,1,0,1,0,1,1,21,18,14,14,0,30,0,1,1,91,37,15,41,7,4,1,1,0,0,0,1,1,0,1,0,0
223,87,2285,19,35,15,1,49,24,30,13,33,25,29,1,8,0,1,0,1,0,1,1,0,3,32,9,6,6,11,2,32,0,75,11,21,36,2,1,1,1,1,1,0,0,1,0,0,1,1
223,70,2282,36,70,3,1,43,40,16,1,46,16,57,0,7,0,1,0,0,0,0,0,1,14,14,3,13,10,30,13,0,0,71,43,17,46,7,1,0,1,0,0,0,0,0,0,1,0,0
223,85,2277,18,41,8,1,50,36,13,12,39,19,36,0,7,1,0,0,0,0,0,0,0,1,33,15,0,15,21,3,12,0,74,7,16,42,0,3,0,1,1,0,1,1,0,1,1,1,1
223,34,2265,27,74,3,0,50,27,7,1,46,17,64,0,7,1,1,1,1,1,0,1,0,9,24,7,14,25,17,1,12,0,73,28,17,46,7,1,1,1,0,1,1,0,1,0,0,0,1
223,73,2261,39,70,9,1,50,26,14,1,65,18,66,1,7,1,0,0,0,0,1,0,0,13,18,7,8,7,26,0,0,1,78,43,12,42,7,1,1,1,1,1,0,0,0,0,0,0,0
223,41,2242,47,58,5,0,42,41,23,24,42,16,56,0,7,0,1,1,1,0,0,0,0,48,18,4,6,7,17,9,1,0,73,40,17,47,7,2,1,0,0,1,1,0,1,1,0,0,0
223,65,2235,22,57,7,0,54,41,22,1,36,16,60,1,7,0,1,1,1,0,0,0,1,9,13,7,9,7,21,0,16,1,73,39,10,45,7,0,0,1,1,1,1,0,1,1,1,1,0
223,74,2234,40,71,4,0,51,41,7,0,44,19,53,1,7,0,0,1,1,0,0,0,1,60,15,8,5,0,24,9,1,0,80,39,16,44,7,0,0,1,1,0,1,0,0,1,0,0,1
223,24,2224,39,70,9,0,48,37,23,1,41,21,57,0,7,1,1,0,1,1,0,0,0,14,18,15,13,7,14,1,0,1,67,39,7,40,7,0,1,1,1,0,0,1,1,1,1,0,0
223,95,2215,25,43,1,0,56,39,16,7,38,23,36,0,8,1,1,0,0,0,0,1,1,5,36,9,4,4,13,4,17,0,59,15,15,48,11,1,0,0,1,0,0,0,0,1,0,1,0
223,96,2204,28,50,3,0,47,39,28,14,19,24,35,0,5,0,1,0,1,1,1,0,0,3,10,1,7,1,21,4,25,0,72,11,23,49,2,2,1,1,0,1,1,0,0,1,0,1,0
223,7,2195,22,66,3,1,51,33,12,1,45,22,57,1,7,0,0,1,1,1,1,1,1,44,13,12,21,25,9,1,0,0,70,48,15,37,7,1,0,1,1,1,1,0,1,1,1,1,0
223,66,2191,37,64,8,1,54,39,10,1,41,12,57,1,7,0,0,0,0,0,0,0,1,63,20,4,10,25,16,0,0,1,70,41,13,50,7,0,1,1,1,0,1,1,0,1,1,1,0
223,76,2188,22,62,3,0,54,41,7,0,42,16,57,0,7,1,1,1,1,1,0,0,1,16,14,8,14,5,23,1,1,0,52,43,18,55,4,1,1,0,0,0,0,1,1,0,1,1,0
223,46,2166,43,67,9,0,49,25,20,0,47,21,59,0,7,1,1,1,1,0,1,0,0,15,13,4,14,7,17,4,0,0,71,28,15,40,7,4,0,1,0,1,0,1,1,1,1,0,1
223,77,2162,52,75,1,0,50,42,7,0,42,20,57,1,7,0,0,0,1,0,0,0,1,48,17,4,14,22,14,0,1,0,70,43,10,38,7,1,0,1,0,1,1,0,0,1,1,1,1
223,12,2154,41,56,2,0,51,33,17,4,42,19,57,1,7,0,0,1,0,1,0,0,0,44,13,8,10,6,9,1,0,0,70,46,19,32,7,1,1,1,0,1,1,1,0,0,1,0,0
223,57,2153,47,62,3,1,51,41,7,1,42,19,56,0,7,0,0,0,1,1,0,0,0,15,24,7,14,9,12,9,0,1,78,28,17,46,4,2,0,0,1,0,0,0,0,0,1,0,1
223,54,2151,17,70,1,0,55,42,27,1,42,17,58,0,7,0,1,0,1,0,1,0,0,48,13,1,14,25,19,0,1,0,70,41,10,49,7,0,0,0,0,0,0,1,0,1,1,0,1
223,23,2143,34,67,7,0,50,53,22,26,44,19,60,1,8,0,0,1,1,1,0,0,1,51,13,8,10,9,9,7,1,0,71,37,15,48,7,0,1,0,0,1,1,0,0,0,1,1,1
223,13,2136,39,68,11,0,60,47,15,0,46,21,63,1,7,0,1,1,1,0,1,0,1,50,26,8,10,6,20,1,0,1,81,40,10,47,7,1,0,1,1,0,0,1,1,0,0,0,1
223,3,2117,34,58,9,1,46,25,20,22,52,19,57,0,7,1,1,1,1,0,0,1,0,51,13,14,6,7,16,4,1,0,71,46,15,40,7,4,1,1,0,1,1,1,1,1,1,1,1
223,83,2112,41,68,11,0,43,43,16,0,46,19,57,1,6,1,0,0,0,0,0,0,0,18,24,6,5,6,20,1,0,1,82,39,10,46,7,0,0,0,0,1,1,0,0,1,1,1,0
223,1,2104,39,68,11,0,53,47,12,0,42,19,63,1,7,1,1,1,0,0,1,0,1,46,26,8,10,6,20,0,0,1,82,36,10,40,7,0,0,1,1,0,1,1,1,0,0,0,0
223,58,2077,35,63,3,1,47,21,16,22,34,19,57,1,7,0,1,1,1,1,1,0,0,51,16,14,6,7,28,0,0,0,77,46,14,40,7,0,0,1,0,0,0,0,1,0,1,1,1
223,35,2063,22,68,6,1,47,47,12,0,44,24,63,1,7,1,0,1,0,0,0,0,0,41,26,4,7,6,20,0,0,0,79,36,8,40,7,0,0,1,0,0,1,1,0,1,0,0,0
