Generacja,Bot_ID,Punkty,town_size,wood_percent,gold_percent,stone_percent,feudal_vills,castle_vills,boar_hunting,boar_hunters,max_lumber_camps,max_mining_camps,build_market,build_blacksmith,build_archery,build_stable,build_tower,militia_count,archer_count,skirm_count,scout_count,attack_percent,tech_loom,tech_wheelbarrow,tech_double_axe,tech_horse_collar,tech_gold_mining,tech_fletching,tech_padded_archer,tech_forging,tech_scale_mail,tech_bloodlines
59,2,1000,31,52,24,0,26,45,1,8,1,3,1,1,1,0,0,2,4,8,3,65,0,0,1,1,1,0,0,1,1,0
59,3,1000,32,52,24,2,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,60,0,0,0,1,1,0,1,0,0,0
59,4,1000,32,52,24,6,26,45,1,8,1,3,1,0,1,0,0,0,4,8,3,60,1,0,1,1,0,0,0,0,1,0
59,5,1000,30,52,24,6,26,45,1,8,1,3,1,1,0,1,0,0,5,7,3,60,0,0,1,0,1,0,0,0,1,1
59,6,1000,32,52,24,6,26,45,1,8,1,3,1,1,0,0,0,0,4,7,3,60,0,0,1,1,1,1,1,0,1,1
59,7,1000,31,52,24,4,26,45,1,8,1,3,1,1,1,0,0,0,4,8,3,65,0,0,1,1,1,0,0,1,1,0
60,3,3108,32,52,24,6,26,45,0,6,1,3,1,1,1,0,0,0,4,8,3,65,1,0,1,1,0,0,0,1,1,0
60,5,3101,31,52,24,8,26,45,1,8,1,3,1,0,1,0,0,2,4,8,3,63,1,0,1,0,1,0,0,0,1,0
60,4,3074,32,52,24,0,26,45,1,7,1,3,1,0,1,1,0,2,4,7,3,65,0,0,0,1,1,0,1,0,0,0
60,2,3013,32,51,24,2,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,60,1,0,1,1,0,0,1,1,1,0
60,7,2813,32,52,24,6,26,45,1,8,1,3,1,1,1,0,0,0,4,7,3,65,0,0,0,1,0,0,0,1,1,0
60,6,2357,32,52,24,6,26,45,1,8,1,3,0,1,1,0,0,0,4,7,3,60,1,0,1,1,1,0,1,0,0,0
60,1,1176,32,52,24,6,26,45,0,8,1,3,1,1,1,0,0,2,4,7,3,65,0,0,1,1,0,0,0,1,1,0
61,3,3368,32,51,23,6,26,45,1,6,1,3,1,1,1,0,0,0,4,8,3,60,1,0,1,1,0,0,0,1,1,0
61,6,3239,32,51,24,0,26,45,1,7,1,3,1,1,1,1,0,2,4,7,3,65,0,0,1,1,1,0,1,1,1,0
61,2,3170,32,52,24,6,26,45,0,7,1,3,0,1,1,0,0,2,4,8,3,65,0,0,0,1,1,0,1,0,0,0
61,4,2971,32,52,24,0,26,45,1,7,1,3,1,0,1,0,0,2,4,8,3,65,1,0,1,1,1,0,0,0,1,0
61,5,2180,31,51,24,2,26,45,1,8,1,3,1,1,1,0,0,0,4,8,3,60,1,0,1,1,0,0,0,0,1,0
61,7,1976,32,52,24,6,26,45,0,6,1,3,1,1,1,0,0,0,4,8,3,65,1,0,1,1,0,0,0,1,1,0
61,1,1173,32,52,24,6,26,45,1,8,1,3,1,1,1,1,0,2,4,8,3,63,1,0,1,0,0,0,1,1,1,0
62,1,1000,32,51,24,0,26,45,1,8,1,3,1,1,1,1,0,0,3,7,3,65,1,0,1,1,1,0,1,1,1,0
62,2,1000,32,52,23,6,26,45,1,6,1,3,1,1,0,0,0,0,4,8,3,60,1,0,0,1,0,0,0,1,0,0
62,3,1000,32,52,23,6,26,45,1,7,1,3,1,1,1,0,0,2,4,8,3,60,1,0,1,1,0,0,0,1,1,0
62,4,1000,32,52,24,0,26,45,0,7,1,3,1,1,1,1,0,2,4,8,3,65,0,0,1,1,1,0,1,0,0,0
62,5,1000,32,52,24,0,26,45,1,7,1,3,1,0,1,0,0,2,4,8,3,65,1,0,1,1,1,0,1,1,1,0
62,6,1000,32,52,24,6,26,45,0,7,1,3,0,1,1,0,1,2,4,8,3,65,0,0,1,1,1,0,0,0,1,1
62,7,1000,32,51,23,6,26,45,1,6,1,3,1,1,1,0,0,0,4,8,3,60,1,0,1,1,0,0,0,1,1,0
63,1,1000,32,51,24,6,26,45,1,7,1,3,1,1,1,0,0,0,4,8,3,60,1,0,0,1,1,0,0,1,1,0
63,2,1000,32,51,24,0,26,45,1,7,1,3,1,1,1,0,0,0,4,8,3,65,1,0,1,1,0,0,0,1,1,0
63,3,1000,32,52,24,0,26,45,1,8,1,3,1,1,1,1,0,0,3,7,3,65,0,0,1,1,1,0,1,1,0,1
63,4,1000,32,52,23,6,26,45,1,6,1,3,1,1,1,0,0,0,4,8,3,60,1,0,1,1,0,1,0,1,1,0
63,5,1000,32,52,23,0,26,45,0,7,1,3,0,1,1,1,0,2,4,8,3,60,1,0,0,1,0,0,1,1,0,0
63,6,1000,32,52,24,0,26,45,0,7,1,3,1,1,1,1,0,2,4,8,3,60,0,0,1,1,0,0,1,0,0,0
63,7,1000,32,51,24,0,26,45,1,8,1,3,1,1,1,1,0,0,3,7,3,65,1,0,1,1,1,0,1,1,1,0
64,1,3202,32,51,24,0,26,45,1,7,1,3,1,1,1,0,0,0,4,8,3,65,1,0,0,1,0,0,0,0,1,0
64,7,3185,31,51,24,6,26,45,1,7,1,3,1,1,0,0,0,2,4,8,3,60,1,0,0,1,1,0,0,1,1,0
64,4,3140,32,52,24,0,26,45,1,8,1,3,1,1,1,1,0,0,3,8,3,65,0,0,1,1,1,0,1,1,1,1
64,2,3064,32,52,25,6,26,45,1,7,1,3,1,1,1,0,0,0,4,7,3,65,0,0,0,1,1,0,1,1,1,0
64,5,3019,32,51,24,6,26,45,1,6,1,3,1,1,1,0,0,0,4,8,3,72,1,0,1,1,0,0,0,1,1,0
64,6,2621,32,52,24,6,26,45,1,8,1,3,1,1,1,1,1,0,3,8,3,65,0,0,1,1,1,1,1,1,0,1
64,3,2421,32,52,19,6,26,45,1,6,1,3,1,1,1,0,0,0,5,8,3,60,1,0,0,1,1,0,0,1,1,0
65,2,3245,32,52,24,0,26,45,1,8,1,3,0,1,1,0,0,0,3,8,3,65,0,0,0,1,0,0,1,0,1,0
65,4,3157,31,51,24,6,26,45,1,8,1,3,1,1,0,1,0,0,3,8,3,65,0,0,0,1,1,0,1,1,1,1
65,1,3087,30,51,24,6,26,45,1,7,1,3,1,1,1,0,1,0,4,8,3,60,1,0,0,1,1,0,0,0,1,0
65,3,3081,32,51,25,0,26,45,1,7,1,3,1,1,1,1,1,0,4,8,3,65,0,0,0,1,0,0,0,0,1,0
65,5,3027,31,51,24,6,26,45,1,7,1,3,1,1,0,0,0,0,4,8,3,60,1,0,0,1,0,0,1,1,1,0
65,6,3024,32,52,24,0,26,45,1,7,1,3,1,1,1,1,0,0,4,8,3,65,0,0,0,1,1,0,1,1,1,1
65,7,2953,32,51,24,0,26,45,0,7,1,3,1,1,1,0,0,0,4,8,4,65,1,0,0,1,0,0,0,0,1,0
66,2,3104,30,52,24,6,26,45,1,7,1,3,0,1,1,0,0,0,3,8,3,60,1,0,0,1,0,0,1,0,1,0
66,7,3091,32,52,24,0,26,45,1,8,1,3,0,1,1,0,0,0,3,8,3,65,0,0,0,1,0,0,0,0,1,0
66,3,3071,32,51,24,0,26,45,1,7,1,3,0,1,0,0,0,0,3,8,3,65,0,0,0,1,1,0,1,0,1,0
66,4,3063,31,51,24,6,26,45,1,7,1,3,1,1,1,1,0,0,4,8,3,65,1,0,0,1,1,0,0,1,1,1
66,5,2979,32,51,25,0,26,45,1,8,1,3,0,1,1,1,0,0,4,8,3,65,0,0,0,1,1,0,1,1,1,1
66,6,1953,32,51,25,0,26,45,1,7,1,3,1,1,1,0,1,0,4,8,3,60,1,0,0,1,1,0,0,0,1,0
66,1,1731,31,51,24,6,26,45,1,7,1,3,1,1,1,1,0,0,3,8,3,65,0,0,0,1,0,0,1,0,1,0
67,7,3151,30,52,24,6,26,45,1,7,1,3,0,1,1,0,0,0,3,8,1,60,1,0,0,1,0,0,1,0,1,0
67,3,3127,31,51,24,6,26,45,1,7,1,3,1,1,1,0,0,0,3,8,3,60,1,0,0,1,1,0,1,0,1,1
67,1,3078,32,52,24,6,26,45,1,8,1,3,0,1,1,0,1,0,3,8,3,65,0,0,0,1,0,0,1,0,1,0
67,4,2988,32,51,24,0,26,45,1,8,1,3,0,1,0,0,0,0,3,8,3,65,1,0,0,1,0,0,1,0,1,0
67,2,2917,32,51,24,10,26,45,1,7,1,3,0,0,1,0,1,0,3,6,3,60,1,0,0,1,0,1,1,0,1,0
67,6,2794,31,51,24,0,26,45,1,7,1,3,1,0,0,1,0,0,3,8,3,65,1,0,0,1,1,0,1,1,1,1
67,5,2190,31,51,24,6,26,45,1,8,1,3,0,1,1,1,0,0,3,8,3,65,1,0,0,1,0,0,0,0,1,0
68,1,1000,30,54,24,6,26,45,1,7,1,3,0,1,1,0,0,0,3,8,3,60,1,0,0,1,1,0,1,0,1,0
68,2,1000,32,50,24,6,26,45,1,7,1,3,0,1,1,0,1,0,3,8,1,65,1,0,0,1,0,0,1,0,1,0
68,3,1000,30,51,24,0,26,45,1,7,1,3,0,1,1,0,0,0,1,8,3,65,1,0,0,1,0,0,1,0,1,0
68,4,1000,32,51,22,6,26,45,1,8,1,3,0,1,1,0,0,0,3,8,3,65,0,0,0,1,0,0,1,0,1,1
68,5,1000,31,51,24,0,26,45,1,7,1,3,1,1,0,0,0,2,3,8,3,65,1,0,0,1,1,0,1,0,1,0
68,6,1000,32,48,24,6,26,45,1,8,1,3,0,1,0,0,1,0,5,8,3,65,0,0,0,1,0,0,1,0,1,0
68,7,1000,30,52,24,6,27,45,1,7,1,3,0,0,1,0,0,0,3,8,2,60,1,0,0,1,0,0,1,0,1,0
69,4,3387,30,51,24,0,26,45,1,7,1,3,0,1,1,0,1,0,1,8,1,65,1,0,0,1,0,0,1,0,1,0
69,1,3081,30,50,24,6,26,45,1,7,1,3,0,1,1,0,0,0,3,8,1,60,0,0,1,0,0,0,1,0,1,0
69,3,3058,30,54,21,6,26,45,1,8,1,3,0,0,1,0,0,0,3,8,3,65,1,0,0,1,0,0,1,0,1,0
69,7,2991,30,56,24,6,26,45,1,7,1,3,0,0,1,0,0,0,3,8,3,66,1,0,0,1,1,0,1,0,1,0
69,6,2888,30,51,22,1,26,45,1,8,1,3,0,1,1,0,1,0,1,8,3,65,0,1,0,1,0,0,1,0,1,1
69,2,2778,30,54,24,6,26,45,1,7,1,3,0,1,0,0,0,0,1,8,3,65,1,0,0,1,0,0,1,0,1,0
69,5,2110,32,50,24,3,26,45,1,7,1,3,0,1,1,0,0,0,3,8,2,65,1,0,0,1,0,0,1,0,1,1
70,2,3510,30,51,24,6,26,45,1,8,1,3,0,1,1,0,0,0,3,8,1,65,0,0,0,1,0,0,1,0,1,0
70,3,3207,30,51,27,0,26,45,1,7,1,3,0,0,1,0,1,0,1,8,3,75,1,0,0,1,0,0,1,0,1,0
70,1,3106,30,50,24,0,26,45,1,7,1,3,1,1,1,1,1,2,3,8,1,65,1,0,1,1,0,1,1,0,1,0
70,7,3105,30,51,23,0,26,45,1,7,1,3,0,1,1,0,1,0,1,8,1,65,1,0,0,1,0,0,0,0,1,0
70,6,3077,30,56,24,6,26,45,0,7,1,3,0,0,1,0,0,0,3,8,3,65,1,0,0,1,0,0,1,0,1,0
70,5,2955,30,50,24,6,26,44,1,7,1,3,0,1,1,0,0,0,3,8,1,60,1,0,1,1,0,0,1,0,1,0
70,4,2659,30,50,24,6,26,47,1,8,1,3,0,1,1,0,0,0,3,8,3,60,0,0,0,0,0,0,1,1,1,0
71,2,3075,30,51,24,0,26,45,1,7,1,3,0,1,1,0,0,0,3,8,1,65,0,0,1,1,0,0,1,0,1,0
71,6,3042,30,50,23,0,26,45,1,7,1,3,1,1,1,0,1,3,3,8,1,65,1,0,0,1,0,1,1,0,1,0
71,4,3019,30,51,27,0,26,45,1,7,1,3,1,1,1,1,1,0,3,8,1,65,1,0,0,1,0,0,1,0,1,0
71,5,2968,30,51,23,0,27,45,1,7,1,3,0,0,1,1,0,0,1,8,3,65,1,0,0,1,0,0,0,0,1,0
71,7,2945,30,51,24,6,26,45,1,8,1,3,0,1,1,0,0,0,3,8,1,65,0,0,0,1,0,0,1,0,1,0
71,3,1509,30,51,24,0,26,45,1,8,1,3,0,1,1,0,1,0,2,8,1,65,1,0,0,1,0,0,0,0,1,0
71,1,1130,30,51,24,6,26,45,1,7,1,3,0,1,0,0,0,0,1,8,3,65,1,0,0,1,0,0,1,0,1,0
72,1,1000,30,50,24,0,26,45,1,7,1,3,0,1,1,0,0,3,3,8,1,65,0,0,1,1,0,0,1,0,1,1
72,2,1000,30,46,27,0,26,45,1,5,1,3,1,1,1,1,1,0,3,8,1,65,0,0,0,0,0,0,1,0,1,1
72,3,1000,30,51,23,0,26,45,1,7,1,3,0,1,1,0,0,0,1,8,1,65,0,0,1,1,0,0,0,0,1,0
72,4,1000,30,51,23,0,26,45,1,7,1,3,1,1,1,1,1,3,3,8,1,65,1,0,0,1,0,1,1,0,0,0
72,5,1000,30,51,23,0,27,45,0,7,1,3,0,1,1,1,1,3,1,8,3,65,1,0,0,1,0,0,0,0,0,1
72,6,1000,30,51,19,0,27,45,1,7,1,3,1,0,1,1,1,0,3,8,3,65,1,0,0,1,0,0,0,0,1,0
72,7,1000,30,51,24,0,26,45,1,7,1,3,0,1,1,0,0,0,3,8,1,65,0,0,1,1,0,0,1,0,1,0
73,1,3208,30,46,24,0,26,45,1,5,1,3,0,1,1,1,0,3,3,8,1,65,0,0,1,0,0,0,1,0,1,1
73,4,3194,30,46,23,0,26,45,1,5,1,3,0,1,0,0,0,0,3,8,1,65,0,1,1,0,0,1,1,0,1,1
73,7,3055,30,50,24,0,26,45,1,7,1,3,0,1,1,0,1,3,3,8,1,65,0,0,1,0,0,0,0,0,1,1
73,3,3012,30,50,23,0,26,45,1,7,1,3,0,1,1,0,1,3,3,8,1,65,0,0,0,0,0,0,1,0,0,0
73,2,2934,31,51,24,0,26,45,1,7,1,3,0,1,1,0,0,0,1,8,1,65,1,0,1,1,0,0,0,0,1,0
73,6,2645,30,51,23,0,26,45,1,7,1,3,0,1,1,1,0,0,1,8,1,65,0,0,1,0,0,0,0,0,0,0
73,5,2345,30,51,23,0,27,45,1,5,1,3,1,1,1,1,1,3,3,8,1,65,0,0,1,0,0,0,1,0,1,1
74,4,3165,30,46,23,0,26,45,1,5,1,3,0,1,1,0,1,3,3,8,1,65,0,0,1,0,0,0,0,0,1,1
74,5,3026,30,50,23,0,26,45,1,7,1,3,0,1,0,0,1,3,3,8,1,65,0,0,1,0,0,0,1,0,1,1
74,3,3016,30,50,24,0,26,45,1,7,1,3,0,1,1,1,1,3,3,8,1,65,0,0,0,0,0,0,1,0,1,0
74,1,2969,30,46,24,0,26,45,1,5,1,3,0,1,0,0,0,1,3,8,1,65,0,1,1,0,0,0,1,0,1,1
74,7,2948,30,46,24,0,26,45,1,5,1,3,0,1,1,1,0,3,3,8,1,65,0,0,1,0,0,0,0,0,1,1
74,2,2853,30,46,24,0,26,45,1,5,1,3,0,1,1,0,1,3,3,8,1,58,1,0,1,0,0,0,1,0,1,1
74,6,2785,30,50,24,0,26,43,1,7,1,3,0,1,1,0,1,3,3,8,1,65,0,0,1,0,0,0,1,0,1,0
75,3,3331,30,46,24,0,26,45,1,5,1,3,0,1,1,0,0,3,3,8,1,65,0,1,1,0,0,0,1,0,1,1
75,6,3078,30,46,24,0,26,45,1,7,1,3,0,1,1,1,0,1,3,8,1,65,0,0,0,0,0,0,1,0,1,0
75,5,3015,30,50,23,0,26,45,1,7,1,3,0,1,0,0,0,1,3,8,1,65,0,0,1,0,0,0,1,0,1,1
75,2,2975,30,50,23,0,26,45,1,7,1,3,0,1,0,1,1,3,3,8,1,65,0,0,1,0,0,0,1,1,1,0
75,4,2908,30,50,24,0,26,45,1,7,1,3,0,1,0,1,1,3,3,8,1,65,0,0,0,0,0,0,1,0,1,0
75,7,2175,30,46,23,0,26,45,1,5,1,3,0,1,1,0,1,2,3,8,1,65,0,0,1,1,0,0,0,0,1,1
75,1,1176,30,46,23,0,26,45,1,5,1,3,0,1,0,0,1,3,3,8,1,65,0,0,0,0,0,0,1,0,1,1
76,2,3055,30,46,29,0,26,45,1,5,1,3,0,1,1,0,0,3,3,8,1,65,0,0,1,0,0,0,1,0,1,0
76,3,3025,30,46,24,0,26,45,1,5,1,3,0,1,0,0,0,3,3,8,1,65,0,1,1,0,1,0,1,1,1,0
76,5,3013,30,46,24,0,26,45,1,7,1,3,0,1,1,1,0,1,3,8,1,65,0,0,1,0,1,0,1,0,1,0
76,7,2890,30,46,24,0,26,45,1,5,1,3,0,0,1,0,0,3,3,8,1,65,0,0,1,0,0,0,1,0,1,1
76,6,2271,30,50,23,0,26,45,1,7,1,3,0,1,0,0,0,1,3,8,0,65,0,0,1,0,0,0,1,1,1,0
76,4,1921,30,50,24,0,26,45,1,7,1,3,0,1,1,0,0,1,3,8,1,65,0,0,1,0,0,0,1,0,1,1
76,1,1176,30,46,24,0,26,45,0,7,1,3,0,1,1,0,0,1,3,8,1,65,0,0,0,0,0,0,1,0,1,0
77,2,3190,30,46,29,0,26,45,1,7,1,3,0,1,1,1,0,3,3,8,1,65,0,0,1,0,1,0,1,0,1,1
77,5,3104,29,46,24,0,26,45,1,5,1,3,0,1,0,0,0,3,3,8,1,65,0,0,1,0,0,0,1,1,1,1
77,1,3050,30,46,24,0,26,45,1,5,1,3,0,1,0,0,0,3,3,8,1,65,0,0,0,0,0,0,1,0,1,0
77,6,3001,32,46,24,0,26,45,1,5,1,3,1,1,1,1,0,3,3,8,1,65,0,0,1,0,1,0,1,0,0,1
77,7,2943,30,46,29,0,26,45,1,6,1,3,0,1,1,0,0,3,3,8,0,65,0,0,1,0,0,0,1,0,1,0
77,4,2596,30,46,24,0,26,45,1,5,1,3,0,1,0,1,0,3,3,8,1,58,0,0,1,0,1,0,1,0,1,0
77,3,1961,30,46,24,0,26,45,1,5,1,3,0,1,1,0,0,3,3,8,1,65,0,0,1,0,0,0,1,0,1,0
78,1,3104,30,46,24,0,26,45,1,5,1,3,0,1,0,1,0,3,3,8,1,65,0,0,1,0,0,0,1,0,0,1
78,2,3087,30,46,23,0,26,45,1,5,1,3,0,1,1,1,0,3,3,8,1,65,0,1,0,0,1,0,1,0,1,0
78,6,3034,32,46,24,0,26,45,1,5,1,3,0,1,0,0,0,3,3,8,1,65,0,0,1,0,0,0,1,0,1,0
78,3,3004,32,46,29,0,26,43,1,5,1,3,1,1,1,1,0,3,3,8,3,65,1,1,1,0,1,0,1,0,0,1
78,5,2848,29,46,24,0,26,47,1,4,1,3,1,1,0,1,0,3,3,8,1,65,0,0,1,0,1,0,1,1,0,1
78,4,2684,30,46,24,0,26,45,1,5,1,3,0,1,0,0,0,3,3,8,1,65,0,0,1,0,0,0,0,0,1,1
78,7,2204,30,46,29,0,26,45,1,7,1,3,1,1,1,1,0,3,3,8,1,65,0,0,1,0,0,0,1,0,1,1
79,1,1000,30,46,24,0,26,45,1,5,1,3,0,1,1,1,0,3,3,8,1,65,0,0,0,0,1,0,1,0,0,1
79,2,1000,30,46,24,0,26,45,1,5,1,3,0,1,0,0,0,3,3,8,1,65,0,1,1,0,0,0,1,0,0,1
79,3,1000,30,46,24,0,26,43,1,5,1,3,0,1,1,1,0,3,3,8,3,65,1,0,1,0,0,0,1,0,0,1
79,4,1000,32,46,24,0,26,45,1,5,1,3,0,1,0,0,0,3,3,8,1,65,0,0,1,1,1,0,1,0,1,0
79,5,1000,32,46,29,0,26,43,1,5,1,3,0,1,1,1,0,3,3,8,2,65,1,1,0,0,1,0,1,0,1,1
79,6,1000,32,46,29,0,26,43,1,5,1,3,0,1,0,0,0,3,3,8,3,65,1,0,1,0,0,0,1,0,0,1
79,7,1000,30,46,24,0,26,45,1,5,1,3,0,1,0,1,1,3,3,8,1,65,0,0,1,0,0,0,1,0,0,1
80,4,3327,30,46,24,0,26,43,1,5,1,3,0,1,1,0,0,3,3,8,1,65,1,0,0,0,0,0,1,0,0,1
80,5,3317,32,46,24,0,26,45,1,5,1,3,0,1,0,0,0,3,3,7,1,65,0,1,1,0,1,0,1,0,0,0
80,7,3189,30,46,24,0,26,45,1,5,1,3,0,1,0,1,0,3,3,8,1,65,0,0,0,0,1,0,1,0,0,1
80,6,3137,32,46,24,0,26,45,1,5,1,3,0,1,0,0,0,3,5,8,3,65,1,0,1,0,0,0,1,0,0,0
80,3,3014,32,46,24,0,26,45,1,5,1,3,0,1,1,1,0,3,3,8,1,65,0,0,1,0,1,1,1,1,1,0
80,1,2919,30,47,24,0,26,45,1,5,1,3,0,1,1,1,0,3,5,8,1,65,0,0,0,0,0,0,1,0,0,1
80,2,2291,30,46,24,0,27,43,1,5,1,3,0,1,1,1,0,3,3,8,3,65,0,0,0,0,0,1,1,0,0,1
